GeoName,LineCode,Description,y1960,y1961,y1962,y1963,y1964,y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021
Alabama,1,Personal income (millions of dollars),5188.3,5360.1,5634.1,5984.1,6497.6,7052.4,7563.9,7991.8,8737.5,9737.700000000001,10628.3,11699.3,12999.1,14638.9,16241.1,18100.1,20324.1,22394.9,25339.9,28151.4,31037.1,34465.5,36396.1,38970.5,42870.2,46098.7,48790.3,51652,55558.8,60395.7,64239.8,67929.89999999999,73039.8,76398,80848.39999999999,85473.60000000001,89350,93981.39999999999,99847.7,103369.4,108215.4,111947.4,114904.5,120123.4,128828.7,136861.1,145692.3,152984.4,158450.6,155913.5,162531.1,168474.3,173361.7,175185.3,181078.8,189115.4,192363.5,199336.4,207053.6,215930.4,228748.8,244975.8
Alabama,2,Population (persons) 1/,3274000,3316000,3323000,3358000,3395000,3443000,3464000,3458000,3446000,3440000,3449846,3497452,3540080,3580769,3627805,3680533,3737204,3782736,3834120,3869444,3900368,3918533,3925263,3934100,3951824,3972520,3991569,4015262,4023842,4030219,4050055,4099156,4154014,4214202,4260229,4296800,4331102,4367935,4404701,4430141,4452173,4467634,4480089,4503491,4530729,4569805,4628981,4672840,4718206,4757938,4787998,4812138,4839261,4864399,4886793,4908162,4930595,4952202,4976395,5003418,5024803,5039877
Alabama,3,Per capita personal income (dollars) 2/,1585,1616,1695,1782,1914,2048,2184,2311,2536,2831,3081,3345,3672,4088,4477,4918,5438,5920,6609,7275,7957,8796,9272,9906,10848,11604,12223,12864,13807,14986,15861,16572,17583,18129,18977,19892,20630,21516,22668,23333,24306,25057,25648,26673,28434,29949,31474,32739,33583,32769,33946,35010,35824,36014,37055,38531,39014,40252,41607,43157,45524,48608
Alaska *,1,Personal income (millions of dollars),806.3,796.5,831,900.7,1008.6,1088.5,1158.7,1263.6,1365.1,1575.3,1799,1984.1,2166.8,2507.7,3042.6,4156.8,4893.3,5081.9,5235.9,5546.8,6285,7152.3,8733.4,9513.5,10120.6,10965.8,11065.6,10618.1,11067.6,12110.5,12843.3,13405.1,14270.7,15007.3,15513.1,15955.8,16403,17276.6,18136,18712.5,20122.4,21309.2,22325.3,23340.3,24404.3,26061.2,27793.4,29869.1,32907.7,33028.4,35452,37981.8,39266,38978,41210,42555.1,41837.4,42497.1,44102.7,45293.9,46430.3,49190.3
Alaska *,2,Population (persons) 1/,229000,238000,246000,256000,263000,271000,271000,278000,285000,296000,304328,316494,326494,333232,344696,370973,393115,397363,402191,403544,405315,418493,449606,488418,513704,532496,544269,539310,541984,547160,553290,570193,588736,599432,603308,604412,608569,612968,619932,624779,627963,633714,642337,648414,659286,666946,675302,680300,687455,698895,714014,722511,731106,738057,737638,739127,743410,741949,737717,734823,732441,732673
Alaska *,3,Per capita personal income (dollars) 2/,3521,3347,3378,3518,3835,4016,4276,4545,4790,5322,5911,6269,6636,7525,8827,11205,12447,12789,13018,13745,15507,17091,19424,19478,19701,20593,20331,19688,20420,22133,23213,23510,24240,25036,25713,26399,26953,28185,29255,29951,32044,33626,34756,35996,37016,39075,41157,43906,47869,47258,49652,52569,53708,52812,55867,57575,56278,57278,59783,61639,63391,67138
Arizona,1,Personal income (millions of dollars),2855.8,3109.9,3349.8,3521.6,3777.1,4003.8,4359.7,4739.3,5437.3,6327.1,7216.1,8255.6,9464.6,10934.2,12336.1,13317.8,14813.2,16646.8,19559.6,22986.6,26477.6,30247.1,32197.4,35452.6,40055.6,44570.3,48739.4,52518.4,56718.4,60862.5,63821,67174.60000000001,71692.10000000001,77041,84343.7,91989.39999999999,99707.60000000001,108023.1,118042.9,125393.5,136175.1,142423.5,147602.2,156458.3,170821.6,188762,209228.7,221244.8,224508.3,212646,216873.6,227700.1,237809.1,243752.3,257272.3,270815.5,282085.1,297904.9,315732.2,334023.9,368458.6,395110.7
Arizona,2,Population (persons) 1/,1321000,1407000,1471000,1521000,1556000,1584000,1614000,1646000,1682000,1737000,1794912,1896108,2008847,2125281,2224342,2286348,2347976,2427310,2517852,2638582,2737774,2810108,2889860,2968924,3067134,3183539,3308261,3437103,3535183,3622184,3684097,3788576,3915740,4065440,4245089,4432499,4586940,4736990,4883342,5023823,5160586,5273477,5396255,5510364,5652404,5839077,6029141,6167681,6280362,6343154,6402024,6446537,6507351,6563216,6638196,6714328,6801591,6879830,6969944,7070511,7177986,7276316
Arizona,3,Per capita personal income (dollars) 2/,2162,2210,2277,2315,2427,2528,2701,2879,3233,3643,4020,4354,4711,5145,5546,5825,6309,6858,7768,8712,9671,10764,11141,11941,13060,14000,14733,15280,16044,16803,17323,17731,18309,18950,19869,20753,21737,22804,24173,24960,26388,27008,27353,28393,30221,32327,34703,35872,35748,33524,33876,35321,36545,37139,38756,40334,41473,43301,45299,47242,51332,54301
Arkansas,1,Personal income (millions of dollars),2548,2771.6,2965.6,3142.2,3412.3,3602.1,4004.8,4254.3,4600.9,5128.5,5626.5,6263.1,7071.2,8376.1,9353.5,10292.1,11378.9,12661.8,14668.8,16088,17388.3,19702.6,20702.3,21934.8,24458.4,25982.3,27303.7,28434.8,30505.9,32721.2,34457.5,36459.1,39714.4,41648.4,44288.6,47164.7,50047.9,52508,55698.4,57999.1,61021,64255.3,65770.39999999999,69742.3,74404.8,78500.7,83572.39999999999,89170.5,92864.7,91170.8,94576.10000000001,100739.2,107877.3,108367.8,114743.3,118719.5,121825.9,125779.9,130865.2,135302.7,143147.9,154768.6
Arkansas,2,Population (persons) 1/,1789000,1806000,1853000,1875000,1897000,1894000,1899000,1901000,1902000,1913000,1930077,1972028,2018116,2058491,2100385,2158291,2168688,2207228,2241019,2269115,2288738,2293204,2294254,2305766,2319767,2327046,2331988,2342357,2342655,2346354,2356586,2383144,2415984,2456303,2494019,2535399,2572109,2601090,2626289,2651860,2678588,2691571,2705927,2724816,2749686,2781097,2821761,2848650,2874554,2896843,2921561,2938833,2948887,2954685,2961191,2970352,2980602,2990801,2997271,3004248,3012232,3025891
Arkansas,3,Per capita personal income (dollars) 2/,1424,1535,1600,1676,1799,1902,2109,2238,2419,2681,2915,3176,3504,4069,4453,4769,5247,5736,6546,7090,7597,8592,9024,9513,10543,11165,11708,12139,13022,13946,14622,15299,16438,16956,17758,18602,19458,20187,21208,21871,22781,23873,24306,25595,27059,28227,29617,31303,32306,31472,32372,34279,36582,36677,38749,39968,40873,42056,43661,45037,47522,51148
California,1,Personal income (millions of dollars),46521.1,49266.6,53085.5,56740.1,61404.6,65617.5,71356,76731.60000000001,84055.7,92160,99417.5,105987.2,116351.1,127777.3,142507.4,157639.9,174924.8,194032.9,220640.1,250173.9,284308,319557.2,342342.5,369808.8,410796.4,444066.9,476682.2,513377.1,558041.1,600755.1,643684.9,665992.6,702449.1,719731,742429.1,780642.8,829666.6,882677.3,959693.5,1030884.7,1135543.4,1173878.6,1190223.8,1243465.5,1318744.3,1394854.9,1503754.4,1572721.4,1594742.5,1540872.6,1614040.8,1715227,1827166.9,1857200.9,1980736.8,2125430.3,2218457.8,2318644.4,2431822,2544235,2763312,2997205.6
California,2,Population (persons) 1/,15870000,16497000,17072000,17668000,18151000,18585000,18858000,19176000,19394000,19711000,20023181,20345575,20584794,20867737,21172548,21536715,21934505,22350247,22838960,23255069,23800800,24285933,24820007,25360023,25844397,26441107,27102238,27777160,28464250,29218165,29959515,30470736,30974659,31274928,31484435,31696582,32018834,32486010,32987675,33499204,33987977,34479458,34871843,35253159,35574576,35827943,36021202,36250311,36604337,36961229,37322360,37650514,37970368,38291358,38636290,38966055,39223210,39424071,39535906,39547996,39499738,39237836
California,3,Per capita personal income (dollars) 2/,2931,2986,3110,3211,3383,3531,3784,4001,4334,4676,4965,5209,5652,6123,6731,7320,7975,8681,9661,10758,11945,13158,13793,14582,15895,16795,17588,18482,19605,20561,21485,21857,22678,23013,23581,24629,25912,27171,29092,30773,33410,34046,34131,35272,37070,38932,41746,43385,43567,41689,43246,45557,48121,48502,51266,54546,56560,58813,61509,64333,69958,76386
Colorado,1,Personal income (millions of dollars),4353.4,4683.9,4942.1,5174.4,5474.2,5840.6,6275.8,6763.5,7502.7,8438.799999999999,9540.200000000001,10759.7,12176.1,13923.1,15609.2,17249.7,18981.3,21174.2,24413.5,27979.3,32050.8,36882.9,40505.9,43694.2,47644.6,50483.6,52445.7,54400,57556.6,62010.1,65667.2,69601.89999999999,75599.10000000001,81812.10000000001,87983.8,95648.8,103235.8,111207.8,123090,132293.9,147242.4,154444.5,154639.6,157851.9,163872.9,175069.2,189465.5,202115.9,210029.4,199351.6,205866.1,223492.6,236759.1,249512.7,271410.2,284836.8,289673,309657.7,331955.4,350390.1,370392.1,401122.9
Colorado,2,Population (persons) 1/,1769000,1844000,1899000,1936000,1970000,1985000,2007000,2053000,2120000,2166000,2223979,2303502,2404576,2495803,2541318,2586144,2632244,2696007,2766725,2849181,2908803,2977899,3061562,3133634,3169995,3208726,3237448,3260477,3262280,3275815,3307618,3387119,3495939,3613734,3724168,3826653,3919972,4018293,4116639,4226018,4326921,4425687,4490406,4528732,4575013,4631888,4720423,4803868,4889730,4972195,5047005,5119188,5188703,5263512,5342996,5442196,5529161,5600169,5677250,5735934,5784308,5812069
Colorado,3,Per capita personal income (dollars) 2/,2461,2540,2602,2673,2779,2942,3127,3294,3539,3896,4290,4671,5064,5579,6142,6670,7211,7854,8824,9820,11019,12386,13230,13944,15030,15733,16200,16685,17643,18930,19853,20549,21625,22639,23625,24995,26336,27675,29901,31305,34029,34897,34438,34856,35819,37797,40137,42074,42953,40093,40790,43658,45630,47404,50797,52339,52390,55294,58471,61087,64034,69016
Connecticut,1,Personal income (millions of dollars),7276.1,7701.7,8227.200000000001,8691.1,9334.799999999999,10038.6,11023.5,12086.4,12828.8,14692.5,15673.8,16514.4,17804.7,19393.4,21157.2,22725.5,24536.4,27032.7,30080.9,33813.6,38493.9,43243,46701.3,49958.2,55880.7,60000,64553.3,70443.3,77668.2,84249,86889.10000000001,87815.8,94269.3,97347.60000000001,100108.3,105642.5,110746.3,117991.8,127302.1,134439,146946.4,155003,154596.4,156784.6,165149.4,174430,188872.6,203467.2,216174.5,212582.6,221058.5,226907.1,231171.1,226175.8,236756.6,243164.6,247777.4,253120.7,264263.1,270282.8,279612.4,295955.6
Connecticut,2,Population (persons) 1/,2544000,2586000,2647000,2727000,2798000,2857000,2903000,2935000,2964000,3000000,3038782,3061448,3069617,3069140,3075784,3084726,3085984,3088729,3094839,3099907,3113174,3128837,3139014,3162355,3180014,3201131,3223741,3247290,3271954,3283404,3291967,3302895,3300712,3309175,3316121,3324144,3336685,3349348,3365352,3386401,3411777,3432835,3458749,3484336,3496094,3506956,3517460,3527270,3545579,3561807,3580279,3594193,3605259,3610314,3614695,3611995,3607688,3607615,3611318,3607159,3600260,3605597
Connecticut,3,Per capita personal income (dollars) 2/,2860,2978,3108,3187,3336,3514,3797,4118,4328,4898,5158,5394,5800,6319,6879,7367,7951,8752,9720,10908,12365,13821,14878,15798,17572,18743,20024,21693,23738,25659,26394,26588,28560,29417,30188,31780,33191,35228,37827,39700,43070,45153,44697,44997,47238,49738,53696,57684,60970,59684,61743,63132,64121,62647,65498,67321,68680,70163,73176,74930,77664,82082
Delaware,1,Personal income (millions of dollars),1290.1,1331.2,1413.5,1516.7,1641.2,1805.7,1902.6,2030.6,2215.2,2441.2,2599.9,2844.1,3124.9,3462.3,3747.1,4029.2,4404,4741.1,5201.6,5716.9,6430.5,7094.1,7634.1,8131.6,8972.5,9733.799999999999,10356.8,11194.2,12256.4,13630.7,14367.1,15196.3,15854.3,16466.8,17165.3,18172,19433.9,20342.3,22497.4,24165.3,26645.3,29379.2,30359,31136.9,32379.5,33273.9,35275.3,36380.4,36145.2,36432.9,36837.8,39925,40393.3,41100.3,43031.6,45216.1,46444.8,48570.7,51310.5,52537.6,55357.4,59202
Delaware,2,Population (persons) 1/,449000,461000,469000,483000,497000,507000,516000,525000,534000,540000,550332,565207,573821,579078,583150,588756,592755,594821,598188,598830,594919,595974,599148,605459,611565,618279,627559,636946,647621,658274,669567,683080,694925,706378,717545,729734,740977,751487,763335,774990,786373,795699,806169,818003,830803,845150,859268,871749,883874,891730,899762,908169,916572,925599,935160,944596,953030,961499,971072,981297,991886,1003384
Delaware,3,Per capita personal income (dollars) 2/,2873,2888,3014,3140,3302,3561,3687,3868,4148,4521,4724,5032,5446,5979,6426,6844,7430,7971,8696,9547,10809,11903,12742,13431,14671,15743,16503,17575,18925,20707,21457,22247,22814,23312,23922,24902,26227,27069,29472,31181,33884,36922,37658,38065,38974,39370,41053,41733,40894,40856,40942,43962,44070,44404,46015,47868,48734,50516,52839,53539,55810,59002
District of Columbia,1,Personal income (millions of dollars),2390.4,2517.4,2709.2,2876.7,3054.2,3290.8,3436.4,3682,3865.3,3763.5,4174.4,4647,5043.5,5316.1,5768.7,6274.7,6648.1,7137.5,7604.4,8003,8447.4,9094.1,9694.1,10192.7,11126.3,11781.5,12399.3,13078.7,14309.8,15152.5,15818.1,16536.8,17369.3,18066.7,18484.6,18621.1,19387.3,20290.5,21547.5,22693.4,24897.7,25778.3,25876.1,26157.6,28437.6,30028.4,31846.9,34363.2,35329,35618.5,38324.4,41395,43010.6,43697.3,46780.2,50337.3,52684.5,54453.2,56572.9,57240.3,61706.1,64909.4
District of Columbia,2,Population (persons) 1/,765000,778000,788000,798000,798000,797000,791000,791000,778000,762000,755087,750641,743775,733674,720755,710308,696305,681768,670046,655616,638284,636893,634174,632433,633382,634549,638269,636930,630432,624168,605321,600870,597565,595301,589239,580517,572377,567736,565230,570213,572046,574504,573158,568502,567754,567136,570681,574404,580236,592228,604795,617794,631132,644755,654557,665633,673833,680945,685632,687408,690093,670050
District of Columbia,3,Per capita personal income (dollars) 2/,3125,3236,3438,3605,3827,4129,4344,4655,4968,4939,5528,6191,6781,7246,8004,8834,9548,10469,11349,12207,13235,14279,15286,16117,17566,18567,19426,20534,22698,24276,26132,27521,29067,30349,31370,32077,33872,35739,38122,39798,43524,44871,45147,46011,50088,52947,55805,59824,60887,60143,63368,67005,68148,67774,71469,75623,78186,79967,82512,83270,89417,96873
Florida,1,Personal income (millions of dollars),10531.6,11165.4,12055.9,12938.9,14155.4,15473.4,16975.6,18771.7,21580.6,25004.9,28276.2,31756.4,36550,42578.3,47883.1,52167.9,57012.4,63844.3,73633.3,84660.2,99826.8,115731.2,125053.4,138093.1,153887.6,168327.4,182124,197185.2,216604.8,241142.9,257571.4,268375.2,284266,301392.6,317674.9,341583.5,363906.8,385402,416327.8,436360.7,472851.8,497538.7,514203.2,540473.6,588257.4,642291.2,697349.7,727260.7,729994.1,686755.8,732457.5,771409.5,800551.7,802975.7,861412.3,919834.9,954069.7,1023131.1,1087188.6,1139799.3,1209995.9,1323436.3
Florida,2,Population (persons) 1/,5004000,5243000,5458000,5628000,5781000,5954000,6104000,6242000,6433000,6641000,6845353,7163026,7520324,7927099,8317034,8541660,8695356,8888958,9131554,9470585,9839835,10192775,10471405,10749849,11039925,11351120,11667503,11997282,12306400,12637718,13033307,13369798,13650553,13927185,14239444,14537875,14853360,15186304,15486559,15759421,16047515,16356966,16689370,17004085,17415318,17842038,18166990,18367842,18527305,18652644,18842884,19039100,19271885,19507621,19795405,20145580,20537931,20871785,21133562,21354519,21569932,21781128
Florida,3,Per capita personal income (dollars) 2/,2105,2130,2209,2299,2449,2599,2781,3007,3355,3765,4131,4433,4860,5371,5757,6107,6557,7182,8064,8939,10145,11354,11942,12846,13939,14829,15610,16436,17601,19081,19763,20073,20825,21641,22310,23496,24500,25378,26883,27689,29466,30418,30810,31785,33778,35999,38386,39594,39401,36818,38872,40517,41540,41162,43516,45659,46454,49020,51444,53375,56096,60761
Georgia,1,Personal income (millions of dollars),6917.5,7221.3,7768.2,8445.299999999999,9145.299999999999,10099.4,11143.6,12120.4,13381.4,14980.1,16310.4,18009.7,20206.1,22848.2,25067.8,27084.3,30146.6,33332.1,37819,42321.3,47192.8,53458.8,57866.8,63379.5,71862.60000000001,78685.5,85846.39999999999,92434.10000000001,100796.7,108619.3,116149.9,121895,131979,140173.3,150942,162948.3,176085.7,187547.9,205649.7,219284.1,237369.7,249320.7,256380,266411.4,280916.7,298525.8,318543.8,333611.5,336828.3,329744.6,338275.5,361250.6,371456.8,377202.2,402790.9,427437.4,444023.7,469238.3,493174.9,518278,554566.5,597100.7
Georgia,2,Population (persons) 1/,3956000,4015000,4086000,4172000,4258000,4332000,4379000,4408000,4482000,4551000,4605421,4710272,4807151,4906940,4994870,5058535,5126155,5211771,5286148,5391265,5486174,5568346,5649788,5728248,5834943,5962639,6084645,6208479,6316139,6411117,6512602,6653005,6817203,6978240,7157165,7328413,7501069,7685099,7863536,8045965,8227303,8377038,8508256,8622793,8769252,8925922,9155813,9349988,9504843,9620846,9712576,9805488,9906963,9980513,10077700,10191467,10318225,10428498,10532566,10642947,10725800,10799566
Georgia,3,Per capita personal income (dollars) 2/,1749,1799,1901,2024,2148,2331,2545,2750,2986,3292,3542,3823,4203,4656,5019,5354,5881,6396,7154,7850,8602,9600,10242,11064,12316,13196,14109,14888,15959,16942,17835,18322,19360,20087,21090,22235,23475,24404,26152,27254,28851,29762,30133,30896,32034,33445,34791,35680,35438,34274,34829,36842,37495,37794,39969,41941,43033,44996,46824,48697,51704,55289
Hawaii *,1,Personal income (millions of dollars),1615.3,1753.7,1881,2011,2187.7,2402.3,2608.3,2830.6,3183.8,3643.2,4224.9,4584.1,5047.8,5592.6,6360.7,6919,7465.9,8084,8953.9,10042.8,11483.9,12434.1,13166.2,14443.3,15472.6,16452.5,17458.1,18618.7,20477.5,22873.6,24979.1,26432.9,28434.5,29476.5,30163.7,30864,30894.9,31907.5,32514.6,33608.1,35579,37058.6,38747.1,40621.4,43654.7,47022.9,50399,53272.1,55911.1,55326,56751.1,59288.1,61557,62521.2,66036.7,69109.10000000001,71571.7,74456.7,76183.89999999999,78516.10000000001,82527.3,87053.89999999999
Hawaii *,2,Population (persons) 1/,642000,659000,684000,682000,700000,704000,710000,723000,734000,743000,762920,791580,818104,841851,858121,875052,892335,915749,928816,950050,967710,978195,993780,1012717,1027922,1039698,1051762,1067917,1079827,1094588,1113491,1136754,1158613,1172838,1187536,1196854,1203755,1211640,1215233,1210300,1213519,1225948,1239613,1251154,1273569,1292729,1309731,1315675,1332213,1346717,1365064,1384943,1405024,1423171,1434212,1446479,1457008,1458361,1460183,1457034,1451911,1441553
Hawaii *,3,Per capita personal income (dollars) 2/,2516,2661,2750,2949,3125,3412,3674,3915,4338,4903,5538,5791,6170,6643,7412,7907,8367,8828,9640,10571,11867,12711,13249,14262,15052,15824,16599,17435,18964,20897,22433,23253,24542,25133,25400,25788,25665,26334,26756,27768,29319,30229,31257,32467,34277,36375,38480,40490,41969,41082,41574,42809,43812,43931,46044,47777,49122,51055,52174,53888,56840,60389
Idaho,1,Personal income (millions of dollars),1316.1,1391.9,1487.9,1523,1574.8,1793.8,1817.3,1931.8,2065.1,2391,2647.7,2894.2,3304.3,3820.5,4497.4,4866.7,5436.2,5942.3,6829.9,7469.2,8394.9,9237.6,9699.6,10599.5,11294.3,11932.8,12177.2,12724.4,13765.7,15146.9,16352.3,17190.9,18904.8,20720.8,22179.4,23842.7,25334.9,26420.1,28531.4,30218.5,32723.6,34054.3,35161.6,36440.8,39412.2,41979.2,46227.8,49227,50388.9,48624.5,50432.6,53273.7,56177.1,58403.7,61801.4,65475.7,68009.3,72066.39999999999,76680.60000000001,81834.10000000001,89077.7,97667.7
Idaho,2,Population (persons) 1/,671000,684000,692000,683000,680000,686000,689000,688000,695000,707000,717255,738749,763229,782061,807973,831981,856979,883446,910962,932636,947983,962204,973719,981866,990841,994052,990222,984997,985661,994422,1012384,1041316,1071685,1108768,1145140,1177322,1203083,1228520,1252330,1275674,1299430,1319962,1340372,1363380,1391802,1428241,1468669,1505105,1534320,1554439,1571266,1586530,1600013,1618042,1640181,1662421,1696089,1734030,1768643,1808039,1847772,1900923
Idaho,3,Per capita personal income (dollars) 2/,1961,2035,2150,2230,2316,2615,2638,2808,2971,3382,3691,3918,4329,4885,5566,5850,6343,6726,7497,8009,8856,9600,9961,10795,11399,12004,12297,12918,13966,15232,16152,16509,17640,18688,19368,20252,21058,21506,22783,23688,25183,25799,26233,26728,28317,29392,31476,32707,32841,31281,32097,33579,35110,36095,37680,39386,40098,41560,43356,45261,48208,51379
Illinois,1,Personal income (millions of dollars),27209.6,28282.1,29885.2,31095.6,33241.2,36068.1,39098.5,41606.1,44581.8,48484.5,51524.3,55317.4,60029.9,66967.7,73216.39999999999,79866.3,86832.3,95459.7,105341.7,115569.5,125211,138877,147011.7,153020,168717.1,177209.8,186405.5,197183,212642.7,226917.2,240801.3,245871.9,265737,275362.6,290054.7,307809.3,327552.9,346339.1,367298.6,383972.5,412965.5,428339.2,433314.9,442126.4,459761.5,478865.6,510377,539737.4,553983.9,526967.6,543084.3,569775.5,595073.5,609778.6,638640,666943.7,673691,693331,728366.2,748811.6,792135.5,850196.6
Illinois,2,Population (persons) 1/,10086000,10130000,10280000,10402000,10580000,10693000,10836000,10947000,10995000,11039000,11124681,11205816,11258111,11260248,11273745,11306351,11360274,11406312,11434421,11422782,11434702,11443461,11423413,11408817,11412128,11399803,11387256,11391176,11390186,11409782,11453316,11568964,11694184,11809579,11912585,12008437,12101997,12185715,12271847,12359020,12434161,12488445,12525556,12556006,12589773,12609903,12643955,12695866,12747038,12796778,12845511,12892740,12928106,12960987,12970348,12964764,12946698,12924504,12888646,12850150,12785245,12671469
Illinois,3,Per capita personal income (dollars) 2/,2698,2792,2907,2989,3142,3373,3608,3801,4055,4392,4632,4936,5332,5947,6494,7064,7644,8369,9213,10117,10950,12136,12869,13412,14784,15545,16370,17310,18669,19888,21025,21253,22724,23317,24349,25633,27066,28422,29930,31068,33212,34299,34594,35212,36519,37975,40365,42513,43460,41180,42278,44194,46029,47047,49238,51443,52036,53645,56512,58273,61957,67095
Indiana,1,Personal income (millions of dollars),10390.3,10707.1,11464.2,12042.8,12816.9,14162.1,15287.6,16017.2,17412.5,19238.3,20028.7,21793.7,23846.5,27368.4,29274.3,31607.5,35131.6,38900.9,43398.4,47805.7,51418.7,56407,58429.3,61276.5,68009.3,71812.8,75637.2,80257.5,85926.10000000001,93580.89999999999,98748.8,101775.1,110147.9,116112.4,123384.2,129005.6,136363.5,143496.3,154708.4,160797.6,171501.5,175494.3,178021.1,182928.7,191918.7,198189,209756.2,217254.2,227486.5,221343.2,231707.2,246494,258136.4,261702.3,272244.9,282821.4,290604.4,301643.8,316782.3,329682,350759.5,382178.1
Indiana,2,Population (persons) 1/,4674000,4730000,4736000,4799000,4856000,4922000,4999000,5053000,5093000,5143000,5203700,5249921,5296129,5329122,5349886,5351080,5371552,5405075,5446403,5474909,5490721,5480440,5467918,5450396,5458322,5459214,5454103,5473023,5491733,5523679,5557798,5616388,5674547,5739019,5793526,5851459,5906013,5955267,5998880,6044969,6091866,6127760,6155967,6196638,6233007,6278616,6332669,6379599,6424806,6459325,6491352,6521259,6546242,6581101,6609839,6628556,6658366,6685900,6725753,6761742,6785644,6805985
Indiana,3,Per capita personal income (dollars) 2/,2223,2264,2421,2509,2639,2877,3058,3170,3419,3741,3849,4151,4503,5136,5472,5907,6540,7197,7968,8732,9365,10292,10686,11243,12460,13154,13868,14664,15646,16942,17768,18121,19411,20232,21297,22047,23089,24096,25790,26600,28153,28639,28918,29521,30791,31566,33123,34055,35408,34267,35695,37799,39433,39766,41188,42667,43645,45116,47100,48757,51691,56153
Iowa,1,Personal income (millions of dollars),5745.1,6083.8,6344.5,6744.2,7059.4,7818.4,8513.1,8671.5,9347.1,10374,11095,11641.6,13040.1,15654.8,16225,18133.7,19280.3,21275.3,24537.2,26298.4,27993.7,31681,32544.4,33149.5,36944.1,38216.3,39480.3,41377.4,42759.8,46555,49023.1,50144.7,53791.9,54052.6,58946.2,61328.6,66840.89999999999,69956.10000000001,73171.89999999999,75098.7,80228.5,82571.10000000001,84424,86443.8,93643.10000000001,96704.5,102746.8,110011,116756.7,113084.5,116906,125978.2,132158.9,134757.8,139531.3,144587.6,145790,149547.6,156072.2,159664.5,169181.6,181919.3
Iowa,2,Population (persons) 1/,2756000,2756000,2750000,2747000,2746000,2742000,2762000,2793000,2803000,2805000,2828534,2851828,2860506,2864031,2867941,2881425,2903770,2914308,2919008,2916803,2914018,2907985,2888190,2870547,2858615,2829684,2791969,2767006,2768393,2770590,2781018,2797613,2818401,2836972,2850746,2867373,2880000,2891119,2902872,2917634,2929067,2931997,2934234,2941999,2953635,2964454,2982644,2999212,3016734,3032870,3051447,3069937,3082570,3102253,3121583,3136111,3149432,3162621,3171441,3183831,3188669,3193079
Iowa,3,Per capita personal income (dollars) 2/,2085,2207,2307,2455,2571,2851,3082,3105,3335,3698,3923,4082,4559,5466,5657,6293,6640,7300,8406,9016,9607,10894,11268,11548,12924,13505,14141,14954,15446,16803,17628,17924,19086,19053,20677,21388,23209,24197,25207,25740,27390,28162,28772,29383,31704,32621,34448,36680,38703,37286,38312,41036,42873,43439,44699,46104,46291,47286,49212,50149,53057,56973
Kansas,1,Personal income (millions of dollars),4827.1,5039.4,5244,5364.4,5649.7,6024,6452.3,6755.7,7360.3,8194.799999999999,8892.700000000001,9654.200000000001,10763.3,12266.3,13262,14487.6,15746.2,17182.1,19014.3,21715,23869.2,27049.2,29326.8,30539.5,33517.6,35255.4,36958.6,38647.9,40703.6,43110.2,45751.2,47309.6,50940.2,53311.9,55736.3,58129.3,61934.2,65771.10000000001,69763.10000000001,72120.7,76105.10000000001,78664.7,79365.2,81890.3,84335.89999999999,89346.2,98610.2,105943.2,115852.5,111697.4,114239.8,123558.8,130948.1,133979.9,136878.7,138336.8,138533.9,142729.7,148955.7,154961,163462.2,174089.8
Kansas,2,Population (persons) 1/,2183000,2215000,2231000,2217000,2209000,2206000,2200000,2197000,2216000,2236000,2247823,2246132,2255525,2264369,2267881,2278621,2298645,2317836,2332815,2347370,2369039,2384853,2401207,2415529,2424088,2427401,2432614,2445367,2461995,2472838,2481349,2498722,2532394,2556547,2580513,2601007,2614554,2635292,2660598,2678338,2693681,2702162,2713535,2723004,2734373,2745299,2762931,2783785,2808076,2832704,2858822,2872476,2891101,2901661,2911506,2922671,2927230,2927419,2931572,2933747,2935880,2934582
Kansas,3,Per capita personal income (dollars) 2/,2211,2275,2351,2420,2558,2731,2933,3075,3321,3665,3956,4298,4772,5417,5848,6358,6850,7413,8151,9251,10075,11342,12213,12643,13827,14524,15193,15805,16533,17433,18438,18934,20115,20853,21599,22349,23688,24958,26221,26927,28253,29112,29248,30074,30843,32545,35690,38057,41257,39431,39960,43015,45294,46174,47013,47332,47326,48756,50811,52820,55677,59324
Kentucky,1,Personal income (millions of dollars),5022,5346,5677.8,5967.9,6225.5,6749.6,7379.4,7987.6,8731.4,9711.700000000001,10534.8,11466.1,12679.8,14252.5,16052.2,17479.2,19544.4,21933.9,24444,27454.7,29871.6,33237.7,35402,36755,41062,42815.5,44019,46497.3,50573.3,54363.7,57673.4,60843.2,65547.3,68128.2,71608.3,75054.39999999999,79620.5,84542.10000000001,89452.39999999999,93315.39999999999,100691.4,104126.9,106568.4,109876.6,116453.4,122305.7,129361.3,135056.8,141572.6,139861.7,145301.2,152218.7,157635.7,159224.8,166717.1,174331.2,177190.6,182476,188362,196250.5,211947.6,228619.9
